code,title,title_ja,session_type,session_tracks,session_tracks_ja,date,time_from,time_to,hour_from,description,description_ja,session_id,url
DE107,Orchestrating Data Analytics Workloads with SQL and Python,SQLとPythonによるデータ分析ワークロードのオーケストレーション,Hands-on-Lab,Data Engineering,データエンジニアリング,,,,,"Expand your Snowflake workflows by combining the power of SQL with Python. In this hands-on lab, you’ll learn to write Python UDFs, DataFrames and Procedures and integrate them seamlessly into your SQL queries, transforming how you approach complex data processing. We’ll also cover practical strategies for monitoring and troubleshooting Python code. Whether you’re a data analyst or BI engineer, this session will give you the tools to level up your skills and unlock new possibilities with Snowflake.
","SQLとPythonのパワーを組み合わせることで、Snowflakeワークフローを拡張します。このハンズオンラボでは、Python UDF、DataFrame、プロシージャを記述し、SQLクエリにシームレスに統合する方法を学び、複雑なデータ処理へのアプローチ方法を変革します。また、Pythonコードのモニタリングとトラブルシューティングの実践的な戦略についても説明します。あなたがデータアナリストであれBIエンジニアであれ、このセッションはあなたのスキルをレベルアップし、Snowflakeで新たな可能性を引き出すためのツールを提供します。
",1738191823438001Zbpp,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738191823438001Zbpp
MA103,Paramount's Always-On Attribution: Measuring Real-World Outcomes at Scale,パラマウントの常時接続型アトリビューション：実世界の成果を大規模に測定する,Breakout-Session,Marketing & Customer 360,マーケティング,,,,,"In advertising, measurement is everything. Last year, Paramount set out to measure real-world outcomes for every linear and digital ad campaign through Always-On Attribution, a continuous measurement capability built on Snowflake. By rearchitecting our data warehouse from a complex tech-stack into a single Snowflake-powered hub, we enabled seamless Data Shares with partners like iSpot, EDO, and Mastercard, and powered Snowflake dashboards for swift analysis. Centralized warehousing and robust ETLs via Snowflake unlocked rapid development and scalability. Join us for a conversation all about execution - because in the world of advertising, measurement isn’t just a metric, it’s a mandate.",広告では測定がすべてである。パラマウントは昨年、Snowflake上に構築された継続的な測定機能であるAlways-On Attributionを通じて、すべてのリニアおよびデジタル広告キャンペーンの実際の成果を測定することに着手しました。データウェアハウスを複雑な技術スタックから単一のSnowflake搭載ハブに再構築することで、iSpot、EDO、Mastercardなどのパートナーとのシームレスなデータ共有を可能にし、Snowflakeダッシュボードを活用して迅速な分析を実現しました。Snowflakeによるウェアハウスの一元化と堅牢なETLにより、迅速な開発とスケーラビリティが実現しました。広告の世界では、測定は単なる指標ではなく、義務なのです。,1738727677003001pvru,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738727677003001pvru
BA111,Pizza Hut: Democratizing Data with a Snowflake Native App Semantic Layer,ピザハットSnowflakeネイティブアプリのセマンティックレイヤーによるデータの民主化,Theater-Session,Others,その他,,,,,"Discover how Pizza Hut leverages Honeydew, a Snowflake Native App semantic layer, to unify data and empower users with seamless access through Excel, PowerBI and AI tools. This session explores strategies for democratizing data insights, enabling intuitive analysis, and driving innovation by bridging technical and nontechnical teams. Learn how to make data collaboration efficient and accessible for all.
","ピザハットがどのようにSnowflake Native AppのセマンティックレイヤーであるHoneydewを活用してデータを統合し、Excel、PowerBI、AIツールによるシームレスなアクセスでユーザーに力を与えているかをご覧ください。このセッションでは、技術チームと非技術チームを橋渡しすることで、データの洞察を民主化し、直感的な分析を可能にし、イノベーションを推進するための戦略を探ります。データコラボレーションを効率化し、誰もがアクセスできるようにする方法を学びます。
",1734016219882001VJ1l,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1734016219882001VJ1l
AR223,Power Declarative Pipelines with Dynamic Tables and Apache Iceberg™,動的テーブルとApache Iceberg™による宣言的パイプラインの強化,Theater-Session,Others,その他,,,,,"Snowflake’s Dynamic Iceberg Tables redefine data pipeline development by offering the only platform-native, declarative approach to writing open Apache Iceberg tables—ensuring interoperability and no vendor lock-in. Simply define a SQL transformation and target lag, and Snowflake handles processing, optimization, and table writes, eliminating infrastructure management.

This session will showcase how Dynamic Iceberg Tables enable seamless pipeline chaining, full visibility into execution, and near-zero operational overhead. Attendees will learn how Snowflake simplifies Iceberg adoption while delivering the flexibility of open storage with the ease of a fully managed cloud engine.","SnowflakeのDynamic Iceberg Tablesは、オープンなApache Icebergテーブルを記述する唯一のプラットフォームネイティブで宣言的なアプローチを提供することで、データパイプライン開発を再定義します。SQL変換とターゲットラグを定義するだけで、Snowflakeが処理、最適化、テーブル書き込みを行うため、インフラ管理が不要になります。

本セッションでは、Dynamic Iceberg Tablesにより、シームレスなパイプラインの連鎖、実行の完全な可視化、ほぼゼロに近い運用オーバーヘッドを実現する方法を紹介します。参加者は、SnowflakeがどのようにIcebergの採用を簡素化し、オープンストレージの柔軟性とフルマネージドクラウドエンジンの使いやすさを提供するかを学ぶことができます。",1738784027167001nluI,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738784027167001nluI
MI105,Powering Player Happiness: Wargaming's BigQuery & Hadoop Migration to Snowflake,プレイヤーの幸福をパワーアップ：Wargaming社のBigQueryとHadoopのSnowflakeへの移行,Theater-Session,Others,その他,,,,,"In this session, learn how Wargaming’s migration from Hadoop and Google BigQuery to Snowflake saved the company half a million dollars annually while unlocking insights to enhance player experiences. Discover how this transition helped Wargaming stay at the forefront of the gaming industry by optimizing data workflows, improving scalability and leveraging Snowflake’s capabilities to drive innovation.
","本セッションでは、Wargaming社がHadoopとGoogle BigQueryからSnowflakeに移行することで、年間50万ドルのコスト削減を実現しながら、プレイヤーエクスペリエンスを向上させるための洞察を引き出した方法をご紹介します。この移行により、データワークフローの最適化、スケーラビリティの向上、Snowflakeの機能を活用したイノベーションの推進により、Wargamingがゲーム業界の最先端を走り続けることができたかをご覧ください。
",1738757826824001PiO3,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738757826824001PiO3
DO202,Pragmatic Multi-Engine Data Mesh with Snowflake and dbt,Snowflakeとdbtによる実用的なマルチエンジン・データメッシュ,Breakout-Session,Others,その他,,,,,"dbt recently announced a multi-engine data mesh strategy which is appealing to many. In this session, we will discuss embracing a pragmatic approach to multi-engine landscapes. For edge cases, Snowflake can govern additional engines via Snowpark Container Services (SPCS). We will demo a dbt project executing models across Snowflake warehouses and Dynamic Tables alongside DuckDB in SPCS as an example of an external engine. Results will be stored in Parquet/Iceberg, governed by Snowflake Materials.
 
","dbtは最近、多くの人にとって魅力的なマルチエンジン・データメッシュ戦略を発表した。このセッションでは、マルチエンジンランドスケープへの現実的なアプローチについて説明します。エッジケースでは、SnowflakeはSnowpark Container Services (SPCS)を介して追加のエンジンを管理することができます。外部エンジンの例として、SPCSでDuckDBと一緒にSnowflakeウェアハウスとDynamic Tablesを横断してモデルを実行するdbtプロジェクトのデモを行います。結果はSnowflakeマテリアルが管理するParquet/Icebergに保存されます。
 
",1732715120363001sIKt,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1732715120363001sIKt
AI219,"Precision Input, Perfect Output: The Key to a High-Performing RAG Chatbot",正確な入力、完璧な出力：高性能RAGチャットボットの鍵,Theater-Session,AI & ML,AI&機械学習,,,,,"Quality input data is crucial for RAG chatbots to deliver accurate and informative responses. Refining input data such as splitting the raw text, adding meta data, and leveraging filters to find relevant references can significantly enhance chatbot performance. By improving the data, chatbots can better understand user queries, retrieve more relevant information, and generate more accurate responses. Prioritizing input data refinement, developers can unlock their RAG chatbot's full potential.
","RAGチャットボットが正確で有益な回答を提供するためには、質の高い入力データが不可欠です。生のテキストを分割し、メタデータを追加し、フィルタを活用して関連する文献を検索するなど、入力データを洗練させることで、チャットボットのパフォーマンスを大幅に向上させることができます。データを改善することで、チャットボットはユーザーのクエリをより理解し、より関連性の高い情報を取得し、より正確な応答を生成することができます。入力データの改良を優先することで、開発者はRAGチャットボットの潜在能力を最大限に引き出すことができます。
",1738003548682001d5b9,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738003548682001d5b9
BA307,Predicting Optimal Route Paths for Autonomous Vehicles at Nokia,ノキアにおける自律走行車の最適経路予測,Breakout-Session,Others,その他,,,,,"Autonomous vehicles must always maintain network connections with acceptable signal quality. Quality of the connection may impact ability of the vehicle to safely navigate its way through urban and suburban traffic. By combining the power of the Snowflake AI Data Cloud with Nokia's Network as Code platform, Nokia has implemented an optimal route path algorithm which predicts the relevant network KPIs to ensure that the autonomous vehicle has acceptable quality connections to the network.
","自律走行車は、常に許容可能な信号品質でネットワーク接続を維持しなければならない。接続の品質は、都市部や郊外の交通を安全にナビゲートする車両の能力に影響を与える可能性があります。ノキアは、Snowflake AI Data CloudとノキアのNetwork as Codeプラットフォームを組み合わせることで、関連するネットワークKPIを予測する最適ルートパスアルゴリズムを実装し、自律走行車が許容可能な品質のネットワーク接続を確保できるようにしました。
",1737491599354001ZGZ5,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737491599354001ZGZ5
MA107,"Predict, Personalize, and Perform: AI-Powered Customer Intelligence",予測、パーソナライズ、実行：AIを活用したカスタマー・インテリジェンス,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"As consumer preferences shift rapidly, winning brands anticipate needs and exceed expectations. Optimove’s agentic AI-powered predictive cross-channel marketing platform helps businesses make smarter decisions, optimize marketing and create seamless data-driven customer journeys.
This session explores key considerations for implementing AI-driven personalization and looks at how Optimove leverages Snowflake to power its data customer experiences.
","消費者の嗜好が急速に変化する中、勝ち組ブランドはニーズを先取りし、期待を上回るサービスを提供しています。オプティムーブのエージェント型AIを活用した予測型クロスチャネルマーケティングプラットフォームは、企業がより賢明な意思決定を行い、マーケティングを最適化し、シームレスなデータ主導型カスタマージャーニーを構築できるよう支援します。
本セッションでは、AIを活用したパーソナライゼーションを実現するための重要な検討事項を探り、オプティムーブがSnowflakeを活用してどのようにデータカスタマーエクスペリエンスを強化しているかをご紹介します。
",1742051118129001iyB1,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1742051118129001iyB1
CO102,Privacy-Preserving Collaboration: Where sensitive data meets business value,プライバシーを保護するコラボレーション：機密データとビジネス価値の融合,Breakout-Session,Collaboration,コラボレーション,,,,,"A practical Product-oriented guide to leveraging Snowflake's privacy-preserving Collaboration tools, including data protection policies, data clean rooms, synthetic data and more to unlock business value from sensitive data.  Modern organizations are looking for ways to collaborate internally and externally on sensitive data of all kinds, while still respecting the sensitivity.  Hear from Snowflake's Head of Data Collaboration Strategy on ways to get the best of both worlds.",データ保護ポリシー、データクリーンルーム、合成データなど、Snowflakeのプライバシー保護コラボレーションツールを活用し、機密データからビジネス価値を引き出すための実践的な製品指向ガイドです。  現代の企業は、あらゆる種類の機密データを尊重しながら、社内外でコラボレーションする方法を模索しています。  スノーフレークのデータ・コラボレーション戦略責任者から、両方の利点を最大限に活用する方法をお聞きください。,1738363496485001l7YZ,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738363496485001l7YZ
CO218,Public Sector Businesses: Increase Team Collaboration Using Data Sharing,公共部門のビジネスデータ共有によるチーム・コラボレーションの促進,Breakout-Session,Collaboration,コラボレーション,,,,,"Connecting Through the Data Sharing Hub - The Texas Department of Transportation (TxDOT) has made significant strides in enhancing data sharing and collaboration with organizations, including the Texas A&M Transportation Institute (TTI), through its innovative Enterprise data platform. The Snowflake platform serves as a pivotal tool enabling seamless data exchange and fostering cooperative efforts across various entities.",データ共有ハブを通じてつながる - テキサス州運輸省（TxDOT）は、革新的なエンタープライズ・データ・プラットフォームを通じて、Texas A&M Transportation Institute（TTI）をはじめとする組織とのデータ共有と協力の強化に大きく前進しました。Snowflakeプラットフォームは、シームレスなデータ交換を可能にし、さまざまな組織間の協力的な取り組みを促進する極めて重要なツールとして機能しています。,1738699158493001pmvi,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738699158493001pmvi
OS105,PyData + Snowflake: Better Together,PyData + Snowflake：よりよい関係を,Breakout-Session,Others,その他,,,,,"In this talk, we’ll highlight how Snowflake seamlessly integrates with the PyData ecosystem. We'll explore this through two key pillars: APIs and runtimes. First, we’ll dive into how we built pandas on Snowflake using the Modin open source framework and interoperability with other PyData libraries. Then, we’ll discuss our investment in runtime compatibility, ensuring our packages integrate smoothly with foundational PyData libraries through runtime environments in Snowflake Notebooks. Our philosophy is simple: Bring your favorite libraries and customize your runtime – with Snowflake, you get an accelerated PyData experience within a powerful, trusted and integrated environment.
","本講演では、SnowflakeがPyDataエコシステムとどのようにシームレスに統合されているかを紹介します。2つの重要な柱を通してこれを探ります：APIとランタイムです。まず、Modinオープンソースフレームワークと他のPyDataライブラリとの相互運用性を使って、どのようにSnowflake上にpandasを構築したかについて説明します。次に、Snowflake Notebooksのランタイム環境を通して、我々のパッケージがPyDataライブラリとスムーズに統合できるようにするための、ランタイムの互換性への投資について説明します。私たちの哲学はシンプルです：お気に入りのライブラリを持ち込んでランタイムをカスタマイズする - Snowflakeを使えば、強力で信頼できる統合された環境でPyDataを高速に利用できます。
",1738694559833001WWy5,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738694559833001WWy5
AI315,Questioning the Answers: LLMs Enter the Boardroom,答えを問うLLMが役員室に入る,Breakout-Session,AI & ML,AI&機械学習,,,,,"Earnings call Q&A offers insights into executive behavior. When analysts ask about topics not covered in prepared remarks, it may indicate oversight or intentional avoidance. Using LLM vector embeddings on 192,000 earnings calls, executives were scored on:

Proactiveness: How well-prepared remarks addressed analyst questions
On-topic alignment: Whether responses stayed relevant

Firms with on-topic executives outperformed by 390 bps/year, proactive executives by 170 bps/year, and combining both factors yielded 506 bps/year in a long/short portfolio.
","決算説明会の質疑応答は、経営陣の行動についての洞察を提供する。アナリストが準備された発言でカバーされていないトピックについて質問した場合、それは見落としや意図的な回避を示す可能性がある。192,000件の決算説明会に対してLLMベクトル埋め込みを使用し、経営幹部は以下の項目でスコアリングされた：

積極性：積極性：準備された発言がどれだけアナリストの質問に対応していたか
オントピックの整合性：応答が適切であったか

オントピック・エグゼクティブを擁する企業は年率390bps、プロアクティブ・エグゼクティブは年率170bpsのアウトパフォームを達成し、両要因を組み合わせたロング/ショート・ポートフォリオでは年率506bpsのアウトパフォームを達成した。
",1737586424808001XgFW,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737586424808001XgFW
DE105,Quiz Question Analytics Pipeline with External API Data Source Enrichment,外部APIデータソースエンリッチメントによるクイズ問題分析パイプライン,Theater-Session,Data Engineering,データエンジニアリング,,,,,"The University of Florida utilizes a cloud-based learning platform to deliver quizzes to students. Individual student responses are only available via API to the vendor's cloud. The university wanted to gather these responses and blend them with existing data. A Snowflake pipeline to extract and blend data was created to meet the need.
","フロリダ大学では、学生に小テストを配信するために、クラウドベースの学習プラットフォームを利用しています。個々の学生の回答は、ベンダーのクラウドへの API を介してのみ利用可能です。大学は、これらの回答を収集し、既存のデータとブレンドしたいと考えていました。このニーズを満たすために、データを抽出してブレンドするSnowflakeパイプラインが作成されました。
",1738600513023001f25s,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738600513023001f25s
DE201,Real-Time Insights at Scale: OLTP Database CDC Streaming with Snowflake,スケールでのリアルタイムインサイト：SnowflakeによるOLTPデータベースCDCストリーミング,Theater-Session,Data Engineering,データエンジニアリング,,,,,"In today’s fast-paced data landscape, businesses need real-time insights powered by transactional data. CDC streaming has emerged as a critical technology to ensure that operational databases seamlessly feed analytics and AI applications without disrupting core business operations. Join us in this session as we unveil Snowflake's new OLTP database CDC streaming connectors, purpose-built to bridge transactional data with Snowflake in real time.
","今日のペースの速いデータ環境では、企業はトランザクションデータを活用したリアルタイムの洞察を必要としています。CDCストリーミングは、コア業務を中断することなく、運用データベースがアナリティクスやAIアプリケーションにシームレスにフィードできるようにするための重要なテクノロジーとして登場しました。本セッションでは、Snowflakeの新しいOLTPデータベースCDCストリーミングコネクタをご紹介します。CDCストリーミングコネクタは、トランザクションデータとSnowflakeをリアルタイムでブリッジすることを目的として構築されています。
",1736499194801001igZq,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1736499194801001igZq
MA110,Reimagining the Future: Marketing Impact with the Compound Marketing Engine,未来を再構築する：複合マーケティングエンジンによるマーケティングのインパクト,Theater-Session,Marketing & Customer 360,マーケティング,,,,,"Agentic AI is poised to revolutionize how marketing and data teams unite to fuel revenue growth in 2025 and beyond. Join this session to discover how marketers can leverage AI agents applied directly to their first-party data on Snowflake to suggest, build and execute marketing campaigns that compound growth over time.
Learn how GrowthLoop’s Compound Marketing Engine, built natively on the Snowflake AI Data Cloud, leverages agentic AI to automate campaign launches, accelerate experimentation and deliver hyperpersonalized experiences at scale.
","エージェントAIは、マーケティングチームとデータチームが一体となって2025年以降の収益成長を促進する方法に革命を起こす準備が整っています。本セッションでは、マーケティング担当者がSnowflake上のファーストパーティデータに直接適用されるAIエージェントを活用して、長期的な成長を実現するマーケティングキャンペーンを提案、構築、実行する方法をご紹介します。
SnowflakeのAIデータクラウド上にネイティブに構築されたGrowthLoopのCompound Marketing Engineが、どのようにエージェントAIを活用し、キャンペーン開始の自動化、実験の加速、超パーソナライズされたエクスペリエンスの提供を大規模に行うかをご紹介します。
",1741904793877001G0H0,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1741904793877001G0H0
BA211,Removing Barriers and Improving the Experience of At-Risk Oncology Patients,障壁を取り除き、リスクのあるがん患者の経験を改善する,Breakout-Session,Others,その他,,,,,"Florida Cancer Specialists (FCS) has leveraged the breadth of Snowflake's Date Warehouse functionality to unlock siloed data to identify its most at-risk oncology patients. With a vision of developing patient cohorts and increasing care coordination, FCS teamed up with a market leader to incorporate hospitalization data. After implementing principal illness navigation (PIN) services, FCS saw a 40% reduction in ER visits for qualified, high-risk patients, which was shared at the White House.
","Florida Cancer Specialists（FCS）社は、SnowflakeのDate Warehouse機能の幅広さを活用し、サイロ化されたデータを解き放ち、最もリスクの高い腫瘍患者を特定しました。FCSは、患者コホートを開発し、ケア連携を強化するというビジョンを持って、入院データを組み込むために市場リーダーと提携しました。PIN（プリンシパル・ディジーズ・ナビゲーション）サービスを導入した後、FCSは適格な高リスク患者のER受診を40％削減し、この結果はホワイトハウスで共有された。
",1737472180520001TuX3,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737472180520001TuX3
OS109,Rethinking Data Management with Apache Iceberg™ and Mixed Compute,Apache Iceberg™とミックスド・コンピューティングによるデータ管理の再考,Theater-Session,Others,その他,,,,,"We propose and demonstrate an architecture that swaps compute engines by workload size. Using Apache Iceberg™ as a central store, end users can query small-to-moderate data locally with DuckDB in the browser but automatically switch to Snowflake for large-scale queries. We address predicate and projection pushdown, local caching and SQL transpilling. This mixed-engine approach is flexible, reduces cloud costs and scales effortlessly.
","私たちは、ワークロードのサイズに応じてコンピュートエンジンを交換するアーキテクチャを提案し、実証しています。Apache Iceberg™をセントラルストアとして使用することで、エンドユーザーはブラウザ上のDuckDBで小規模から中規模のデータをローカルにクエリできますが、大規模なクエリの場合は自動的にSnowflakeに切り替わります。述語とプロジェクションのプッシュダウン、ローカルキャッシュ、SQLトランスピリングに対応しています。このミックスエンジンアプローチは柔軟で、クラウドコストを削減し、容易に拡張できます。
",1737741801687001pwzi,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737741801687001pwzi
BA107,Risk Management in Consumer Lending at Ally Financial Using Anomaly Detection,アリー・ファイナンシャルにおける異常検知を用いた消費者金融のリスク管理,Theater-Session,Others,その他,,,,,"Lenders rely heavily on multiple third-party data scores to assess creditworthiness of loan applicants. While these are invaluable, errors or inconsistencies can occur, which can affect lending decisions and customers. Often identification and remediation is manual, delayed and difficult to catch small shifts. The session covers how we used anomaly detection to dissociate data inconsistencies from seasonal shifts and quickly create an early detection and notification process for data used in underwriting.
","金融機関は、ローン申込者の信用度を評価するために、複数の第三者機関のデータ・スコアに大きく依存している。これらは非常に貴重なものであるが、エラーや不整合が発生する可能性があり、融資の決定や顧客に影響を与える可能性がある。多くの場合、識別と修正は手作業で行われ、時間がかかり、小さなずれを捉えるのは困難です。本セッションでは、アノマリー・ディテクションを利用してデータの不整合を季節的な変化から切り離し、アンダーライティングに使用されるデータの早期発見・通知プロセスを迅速に構築した方法を紹介する。
",1731650648700001bBNl,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1731650648700001bBNl
MI109,"Roche's Journey with Snowflake: The Successes, Challenges and Lessons Learned",ロシュのスノーフレークとの旅：成功、挑戦、そして学んだこと,Theater-Session,Others,その他,,,,,"Join this session to explore how Roche is tackling the pharmaceutical industry's challenge of diminishing R&D returns by adopting a Data Mesh operating model. Discover how cross-domain collaboration, a reuse mindset and Snowflake-powered self-serve data infrastructure are driving a data-driven future in big pharma, with a focus on delivering value to patients.
","本セッションでは、ロシュがデータ・メッシュ・オペレーティング・モデルを採用することで、研究開発成果の減少という製薬業界の課題にどのように取り組んでいるかをご紹介します。領域横断的なコラボレーション、再利用の考え方、Snowflakeを活用したセルフサービス型データインフラが、患者への価値提供に焦点を当てながら、大手製薬企業におけるデータ主導の未来をどのように推進しているかをご覧ください。
",1737707213277001bYaG,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737707213277001bYaG
AR208,Running Apache Iceberg™ for Financial Workloads at Affirm,アファームにおける金融ワークロードのためのApache Iceberg™の実行,Breakout-Session,Others,その他,,,,,"Apache Iceberg unlocks the complex time travel requirements and intensive data validation needs that Affirm has as a financial company. Iceberg's write-once / read-anywhere paradigm simplifies Affirm’s governance by minimizing existing datasets — ensuring there is only ever one logical copy of a given dataset, complete with a validation history, and tag-based time travel watermarks. Join this talk to learn more about the way Affirm leverages Snowflake’s Open Catalog to power our Iceberg implementation, solving both operational and analytic challenges in the business.",Apache Icebergは、金融企業であるアファームが抱える複雑なタイムトラベル要件と集中的なデータ検証のニーズを解き放ちます。Icebergのwrite-once/read-anywhereパラダイムは、既存のデータセットを最小化することで、Affirmのガバナンスを簡素化します。この講演では、アファームがSnowflakeのオープンカタログを活用してIcebergを導入し、業務と分析の両方の課題を解決している事例をご紹介します。,1739571720523001w18m,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1739571720523001w18m
GO214,Safeguard Sensitive Data in Snowflake with Trust Center and Partners,Snowflakeの機密データをTrust Centerとパートナーで保護する,Breakout-Session,Others,その他,,,,,"Trust Center is a risk posture management for Snowflake accounts. Trust Center has been a key tool in helping customers migrate to more-secure posture by providing a programmatic framework to verify CIS benchmarks against the Snowflake account, discover users that are not using MFA, drivers that are outdated and many other issues. Join us to see how these new features can solve complex security problems in your account and how our security partners are extending Trust Center functions using native app frameworks.
","Trust Center は、Snowflake アカウントのリスク・ポスチャ管理です。Trust Centerは、Snowflakeアカウントに対するCISベンチマークの検証、MFAを使用していないユーザーの発見、古くなったドライバー、その他多くの問題を発見するためのプログラムフレームワークを提供することで、お客様がより安全な態勢に移行するための重要なツールとなっています。これらの新機能がお客様のアカウントにおける複雑なセキュリティ問題をどのように解決するか、また、当社のセキュリティ・パートナーがネイティブ・アプリ・フレームワークを使用して Trust Center の機能をどのように拡張しているかをご覧ください。
",1738765317834001mjuU,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738765317834001mjuU
AD229,Saving Lives with Snowflake: AI-Powered Predictive Healthcare & Risk Mitigation,Snowflakeで命を救う：AIを活用した予測医療とリスク軽減,Breakout-Session,Application Development,アプリケーション開発,,,,,"Since 2001, more than 120,000 veterans have tragically died by suicide. Face the Fight — a coalition founded by USAA, Reach Resilience and the Humana Foundation — is leveraging Snowflake’s advanced data engineering and AI capabilities to provide real-time risk insights for organizations serving veterans.
This AI-driven initiative enables rapid, life-saving interventions in minutes, helping prevent suicides and reduce risk. Learn how robust data architecture, advanced analytics and predictive AI applications are transforming healthcare, optimizing costs and improving outcomes for those who need it most.
","2001年以来、12万人以上の退役軍人が自殺で亡くなっています。USAA、Reach Resilience、Humana Foundationが設立した連合体であるFace the Fightは、Snowflakeの高度なデータエンジニアリングとAI機能を活用して、退役軍人にサービスを提供する組織にリアルタイムのリスクインサイトを提供しています。
このAI主導の取り組みにより、数分で迅速かつ救命的な介入が可能になり、自殺の防止とリスクの低減に役立っています。堅牢なデータアーキテクチャ、高度なアナリティクス、予測AIアプリケーションがどのように医療を変革し、コストを最適化し、最も医療を必要とする人々の転帰を改善しているかをご覧ください。
",1739291040595001XyNa,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1739291040595001XyNa
GO302,Scalable Data Governance Across Regions and Business Units with Medtronic,メドトロニックによる地域と事業部門を超えた拡張可能なデータガバナンス,Breakout-Session,Others,その他,,,,,"Medtronic has a global implementation of Snowflake across multiple regions. This session will cover how Medtronic implemented role-based access controls, masking and row-access policies at scale for its finance and sales data products. Learn best practices for optimizing row-access policies at scale for thousands of users across use cases and business units with varying levels of security requirements.
","Medtronic社は、複数の地域にまたがるSnowflakeをグローバルに導入しています。本セッションでは、Medtronic社が財務および販売データ製品向けに、ロールベースのアクセス制御、マスキング、行アクセスポリシーを大規模に実装した方法について説明します。様々なレベルのセキュリティ要件を持つユースケースや事業部門にまたがる数千人のユーザーに対して、行アクセスポリシーを大規模に最適化するためのベストプラクティスを学びます。
",1737725331762001KvGq,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1737725331762001KvGq
AD230,Scale AI-Powered Contextual Ad Targeting: Kargo’s Adspresso on Snowflake Cortex,AIによるコンテクスチュアル広告ターゲティングのスケール：カルゴのアドプレッソ、スノーフレーク・コルテックスに搭載,Breakout-Session,Application Development,アプリケーション開発,,,,,"In 2024, Kargo innovated its contextual ad targeting with a scalable solution for 6M+ premium inventory slots. With the industry shifting toward AI-driven contextual targeting, Kargo leveraged Snowflake Cortex to develop Adspresso, an advanced system that uses embeddings and vector similarity to deliver highly accurate, contextually relevant ads.
By keeping all data within Snowflake, Kargo streamlined workflows, enhanced targeting precision, and reduced reliance on external tools. Today, Adspresso is a key differentiator, driving higher engagement and ROI for advertisers. Join this session to explore how Kargo’s use of Cortex is redefining AdTech targeting.
","2024年、Kargoは6M以上のプレミアム在庫枠に対応するスケーラブルなソリューションで、コンテキスト広告ターゲティングを革新した。業界がAI主導のコンテクスチュアル・ターゲティングにシフトする中、KargoはSnowflake Cortexを活用し、エンベッディングとベクトルの類似性を利用して高精度でコンテクスチュアルに関連した広告を配信する高度なシステム、Adspressoを開発した。
すべてのデータをSnowflake内に保持することで、Kargoはワークフローを合理化し、ターゲティングの精度を高め、外部ツールへの依存を削減した。今日、アドプレッソは、広告主のエンゲージメントとROIを向上させる重要な差別化要因となっています。このセッションに参加し、KargoのCortexの利用がどのようにAdTechのターゲティングを再定義しているのかを探ってみましょう。
",1738797299792001W1zT,https://reg.summit.snowflake.com/flow/snowflake/summit25/sessions/page/catalog/session/1738797299792001W1zT
